task_id,rep,n,p,p_eff,corr,auc,ci_width,ci_lower,ci_upper,selected_mtry,selected_ntree,class_balance
1481,1,500,10,4.098360655737705,0.4,0.9218839285714286,0.04268080357142856,0.9030535714285715,0.945734375,2,100,0.536
1480,20,500,10,5.524861878453039,0.3,0.9251114280620432,0.05118336601889828,0.8942391691923693,0.9454225352112676,2,600,0.472
1478,18,500,10,5.524861878453039,0.3,0.9267114153627312,0.0377089260312945,0.9089504800853485,0.946659406116643,4,300,0.492
1479,19,500,10,5.524861878453039,0.3,0.9000357845768473,0.04989488280551069,0.872875290749687,0.9227701735551976,4,300,0.538
1482,2,500,10,4.098360655737705,0.4,0.9021348514499199,0.04098470023127565,0.8800191247109055,0.9210038249421811,2,300,0.486
1483,3,500,10,4.098360655737705,0.4,0.9301244444444444,0.03762888888888882,0.9133311111111112,0.95096,3,400,0.502
1484,4,500,10,4.098360655737705,0.4,0.924906517094017,0.03464209401709406,0.9077435007122507,0.9423855947293448,2,100,0.478
1485,5,500,10,4.098360655737705,0.4,0.9233377777777779,0.0419977777777778,0.8972711111111111,0.9392688888888889,5,500,0.5
1489,9,500,10,4.098360655737705,0.4,0.9355129800853484,0.038077880512091045,0.9189522581792319,0.9570301386913229,5,300,0.504
1488,8,500,10,4.098360655737705,0.4,0.936120057255323,0.03986178207192703,0.9138955984970477,0.9537573805689747,2,400,0.458
1486,6,500,10,4.098360655737705,0.4,0.9114703789361325,0.046893346379647705,0.8913004803415762,0.9381938267212239,1,200,0.486
1487,7,500,10,4.098360655737705,0.4,0.9179329257327818,0.041301024995504365,0.9011081639992807,0.9424091889947851,1,200,0.552
1490,10,500,10,4.098360655737705,0.4,0.9320957389909076,0.03788776965591012,0.9143185059725442,0.9522062756284543,4,300,0.472
1491,11,500,10,4.098360655737705,0.4,0.9046398645034767,0.05558700303084341,0.8753186842574433,0.9309056872882867,2,100,0.526
1494,14,500,10,4.098360655737705,0.4,0.9312622222222222,0.04153333333333331,0.9057311111111112,0.9472644444444445,3,200,0.5
1492,12,500,10,4.098360655737705,0.4,0.9044630156472261,0.04568812233285924,0.8761979907539118,0.921886113086771,4,400,0.496
1493,13,500,10,4.098360655737705,0.4,0.9121399359886203,0.03483063655761032,0.896286006401138,0.9311166429587483,1,200,0.504
1495,15,500,10,4.098360655737705,0.4,0.92276,0.042631111111111175,0.9040555555555556,0.9466866666666668,4,300,0.498
1497,17,500,10,4.098360655737705,0.4,0.9229107142857144,0.03696651785714278,0.903046875,0.9400133928571428,4,300,0.466
1496,16,500,10,4.098360655737705,0.4,0.9153531400106741,0.04038204945739188,0.8951165273083082,0.9354985767657,1,300,0.486
1498,18,500,10,4.098360655737705,0.4,0.9138443732193732,0.05570245726495737,0.8874332264957264,0.9431356837606838,2,600,0.522
1502,2,500,10,3.0769230769230758,0.5,0.943004734896722,0.03779178552326612,0.9207974989971475,0.9585892845204136,1,200,0.47
1500,20,500,10,4.098360655737705,0.4,0.9387363062870895,0.0311565118559457,0.9230141963330617,0.9541707081890074,1,600,0.53
1499,19,500,10,4.098360655737705,0.4,0.9284989316239317,0.0376602564102565,0.9092748397435897,0.9469350961538462,2,300,0.48
1501,1,500,10,3.0769230769230758,0.5,0.9370844444444447,0.046857777777777776,0.9113,0.9581577777777778,4,300,0.502
1504,4,500,10,3.0769230769230758,0.5,0.9246171652421653,0.04229433760683765,0.9007523148148148,0.9430466524216524,1,200,0.482
1506,6,500,10,3.0769230769230758,0.5,0.9365312499999998,0.028526785714285685,0.9220044642857143,0.9505312499999999,2,600,0.534
1503,3,500,10,3.0769230769230758,0.5,0.9208222953225682,0.04506100248643763,0.8969032832278481,0.9419642857142857,5,600,0.47
1505,5,500,10,3.0769230769230758,0.5,0.9278380559540891,0.0406362087517933,0.907848368005739,0.9484845767575323,1,500,0.454
1510,10,500,10,3.0769230769230758,0.5,0.935852161537093,0.03642812666785267,0.914341309375556,0.9507694360434087,2,500,0.516
1507,7,500,10,3.0769230769230758,0.5,0.9478175269974276,0.03288437667142108,0.926560265867356,0.959444642538777,2,300,0.47
1508,8,500,10,3.0769230769230758,0.5,0.9341333333333331,0.041624444444444464,0.9118733333333333,0.9534977777777778,5,300,0.502
1509,9,500,10,3.0769230769230758,0.5,0.9346995021337123,0.03133668207681373,0.9206547830725462,0.95199146514936,3,100,0.496
1512,12,500,10,3.0769230769230758,0.5,0.9245465860597438,0.03955369843527734,0.90493643314367,0.9444901315789473,1,300,0.496
1511,11,500,10,3.0769230769230758,0.5,0.9227767857142858,0.038029017857142855,0.9074910714285714,0.9455200892857143,1,600,0.532
1514,14,500,10,3.0769230769230758,0.5,0.9323074186087885,0.0388365059597936,0.9135296210638676,0.9523661270236612,1,100,0.516
1513,13,500,10,3.0769230769230758,0.5,0.9144858566091443,0.04888142679238561,0.8963929905710728,0.9452744173634584,5,500,0.484
1517,17,500,10,3.0769230769230758,0.5,0.9301298008534851,0.046423808677098166,0.9070434743954481,0.9534672830725462,3,600,0.504
1515,15,500,10,3.0769230769230758,0.5,0.9435677453769559,0.0402204836415363,0.9238597972972973,0.9640802809388336,5,300,0.492
1516,16,500,10,3.0769230769230758,0.5,0.9229647521918054,0.04094202898550714,0.8992820719269995,0.9402241009125066,4,600,0.462
1518,18,500,10,3.0769230769230758,0.5,0.9091838549075391,0.04453013869132294,0.8852507112375533,0.9297808499288762,5,300,0.508
1521,1,500,10,2.3584905660377364,0.6,0.9389802631578948,0.03592416429587475,0.9225862375533429,0.9585104018492177,2,300,0.492
1522,2,500,10,2.3584905660377364,0.6,0.9411181284468956,0.030999822095712393,0.927541807507561,0.9585416296032734,2,600,0.516
1519,19,500,10,3.0769230769230758,0.5,0.9052882049457391,0.05313333926347619,0.8778019925280199,0.9309353317914961,3,400,0.512
1520,20,500,10,3.0769230769230758,0.5,0.9377492877492879,0.04732015669515666,0.9177261396011396,0.9650462962962962,2,600,0.48
1523,3,500,10,2.3584905660377364,0.6,0.9408414502164503,0.031006493506493538,0.9221906565656566,0.9531971500721501,2,100,0.562
1524,4,500,10,2.3584905660377364,0.6,0.9307863369507204,0.04537004091798613,0.9080145881515744,0.9533846290695606,4,100,0.484
1525,5,500,10,2.3584905660377364,0.6,0.9381667852062587,0.036928787339971625,0.9185010668563299,0.9554298541963016,1,400,0.506
1527,7,500,10,2.3584905660377364,0.6,0.9575436072648802,0.02862120122280165,0.9428182880776839,0.9714394893004855,5,300,0.556
1526,6,500,10,2.3584905660377364,0.6,0.9496438746438745,0.02840767450142434,0.9392650462962964,0.9676727207977207,1,600,0.518
1528,8,500,10,2.3584905660377364,0.6,0.9314500355618778,0.031183321479374082,0.9160117354196302,0.9471950568990043,2,300,0.494
1530,10,500,10,2.3584905660377364,0.6,0.9437856125356126,0.03194444444444455,0.927394943019943,0.9593393874643875,5,600,0.518
1529,9,500,10,2.3584905660377364,0.6,0.9308360042735042,0.03915375712250724,0.9132834757834758,0.952437232905983,1,400,0.478
