task_id,rep,n,p,p_eff,corr,auc,ci_width,ci_lower,ci_upper,selected_mtry,selected_ntree,class_balance
66,6,100,5,4.331519070217878,0.3,0.8237556561085972,0.18421945701357456,0.7192873303167421,0.9035067873303166,1,500,0.43
68,8,100,5,4.331519070217878,0.3,0.8681712962962964,0.15202546296296304,0.7833912037037036,0.9354166666666667,2,500,0.39
69,9,100,5,4.331519070217878,0.3,0.9027777777777779,0.12861111111111112,0.8297222222222222,0.9583333333333334,2,500,0.5
70,10,100,5,4.331519070217878,0.3,0.8461111111111113,0.13822222222222225,0.7754444444444445,0.9136666666666667,1,400,0.51
71,11,100,5,4.331519070217878,0.3,0.8963169642857143,0.09854910714285725,0.8369419642857142,0.9354910714285715,1,600,0.46
72,12,100,5,4.331519070217878,0.3,0.8743303571428571,0.13320312499999998,0.8132254464285714,0.9464285714285714,1,200,0.47
73,13,100,5,4.331519070217878,0.3,0.8488839285714285,0.20039062499999993,0.7431919642857143,0.9435825892857143,1,300,0.48
74,14,100,5,4.331519070217878,0.3,0.8825231481481481,0.18287037037037046,0.7798032407407407,0.9626736111111112,1,300,0.6
75,15,100,5,4.331519070217878,0.3,0.7708144796380091,0.2250000000000001,0.6337669683257918,0.8587669683257919,3,200,0.57
76,16,100,5,4.331519070217878,0.3,0.8542410714285713,0.14196428571428565,0.7821986607142857,0.9241629464285713,3,100,0.52
77,17,100,5,4.331519070217878,0.3,0.8607466063348417,0.16182126696832577,0.7647058823529412,0.926527149321267,1,500,0.56
78,18,100,5,4.331519070217878,0.3,0.865162037037037,0.170949074074074,0.7788194444444445,0.9497685185185185,5,500,0.59
79,19,100,5,4.331519070217878,0.3,0.8892533936651585,0.21464932126696823,0.7627828054298642,0.9774321266968324,3,200,0.57
80,20,100,5,4.331519070217878,0.3,0.8506666666666666,0.12405555555555559,0.7883333333333333,0.9123888888888889,3,200,0.49
81,1,100,5,3.8751911182256453,0.4,0.8841111111111111,0.12688888888888883,0.8142777777777778,0.9411666666666666,1,500,0.51
82,2,100,5,3.8751911182256453,0.4,0.8516741071428571,0.15954241071428565,0.7556361607142857,0.9151785714285714,5,400,0.48
83,3,100,5,3.8751911182256453,0.4,0.8597777777777778,0.17494444444444446,0.7706666666666667,0.9456111111111112,2,600,0.5
85,5,100,5,3.8751911182256453,0.4,0.8581447963800907,0.12748868778280542,0.7895927601809954,0.9170814479638009,2,100,0.57
84,4,100,5,3.8751911182256453,0.4,0.9222098214285713,0.13822544642857137,0.8469308035714286,0.98515625,1,400,0.53
86,6,100,5,3.8751911182256453,0.4,0.9041666666666666,0.13321759259259258,0.8421296296296296,0.9753472222222221,1,500,0.6
87,7,100,5,3.8751911182256453,0.4,0.9286552601809955,0.0978749191984486,0.8753393665158371,0.9732142857142857,5,300,0.55
88,8,100,5,3.8751911182256453,0.4,0.9053571428571427,0.1372767857142857,0.8247209821428572,0.9619977678571429,1,200,0.46
89,9,100,5,3.8751911182256453,0.4,0.8842760180995477,0.22335972850678731,0.7587669683257918,0.9821266968325791,2,600,0.56
90,10,100,5,3.8751911182256453,0.4,0.8723214285714287,0.1892857142857144,0.7531249999999999,0.9424107142857143,5,300,0.46
91,11,100,5,3.8751911182256453,0.4,0.927888888888889,0.1259444444444443,0.8586111111111112,0.9845555555555555,3,600,0.51
92,12,100,5,3.8751911182256453,0.4,0.903777777777778,0.11222222222222222,0.8477777777777779,0.9600000000000001,1,300,0.49
93,13,100,5,3.8751911182256453,0.4,0.9131111111111112,0.10616666666666674,0.8630555555555555,0.9692222222222222,1,100,0.49
95,15,100,5,3.8751911182256453,0.4,0.9168888888888891,0.10688888888888881,0.8643333333333334,0.9712222222222222,3,400,0.49
94,14,100,5,3.8751911182256453,0.4,0.8665178571428571,0.169921875,0.7743861607142857,0.9443080357142857,1,300,0.48
96,16,100,5,3.8751911182256453,0.4,0.9020089285714287,0.13119419642857144,0.8322544642857143,0.9634486607142857,1,300,0.48
98,18,100,5,3.8751911182256453,0.4,0.9094866071428571,0.12399553571428568,0.8358258928571429,0.9598214285714286,1,300,0.53
97,17,100,5,3.8751911182256453,0.4,0.9379676389786683,0.08713285795087256,0.8904017857142857,0.9775346436651583,5,200,0.55
99,19,100,5,3.8751911182256453,0.4,0.8803333333333333,0.132388888888889,0.8143888888888888,0.9467777777777778,2,100,0.5
100,20,100,5,3.8751911182256453,0.4,0.7910148674854558,0.20144230769230764,0.6778280542986426,0.8792703619909502,2,500,0.55
101,1,100,5,3.357817418677859,0.5,0.950888888888889,0.09583333333333344,0.8889444444444444,0.9847777777777779,1,200,0.49
103,3,100,5,3.357817418677859,0.5,0.9292410714285714,0.08973214285714282,0.8881696428571428,0.9779017857142857,1,200,0.47
102,2,100,5,3.357817418677859,0.5,0.8997777777777778,0.16216666666666657,0.8209444444444445,0.983111111111111,1,600,0.5
104,4,100,5,3.357817418677859,0.5,0.9099330357142856,0.09866071428571432,0.8635044642857143,0.9621651785714286,5,200,0.47
105,5,100,5,3.357817418677859,0.5,0.8948963720103427,0.08554914754363274,0.8493848981900454,0.9349340457336781,1,500,0.45
106,6,100,5,3.357817418677859,0.5,0.9501939237233354,0.06928733031674206,0.9173642533936652,0.9866515837104073,1,500,0.55
107,7,100,5,3.357817418677859,0.5,0.8810267857142857,0.1587611607142856,0.7813058035714286,0.9400669642857142,1,600,0.46
108,8,100,5,3.357817418677859,0.5,0.92421875,0.14670758928571426,0.8403459821428572,0.9870535714285714,3,300,0.54
109,9,100,5,3.357817418677859,0.5,0.9246651785714285,0.09866071428571421,0.8703125,0.9689732142857143,1,300,0.48
110,10,100,5,3.357817418677859,0.5,0.9050925925925926,0.13929398148148153,0.8236689814814815,0.962962962962963,2,400,0.41
111,11,100,5,3.357817418677859,0.5,0.9100694444444443,0.10781249999999998,0.8597800925925926,0.9675925925925926,1,500,0.6
112,12,100,5,3.357817418677859,0.5,0.9158371040723983,0.1629524886877829,0.8263009049773755,0.9892533936651584,1,300,0.43
113,13,100,5,3.357817418677859,0.5,0.9284598214285713,0.09358258928571417,0.882310267857143,0.9758928571428571,1,100,0.48
114,14,100,5,3.357817418677859,0.5,0.8991071428571429,0.12449776785714284,0.8300223214285715,0.9545200892857143,1,400,0.47
115,15,100,5,3.357817418677859,0.5,0.9339120370370368,0.1049768518518518,0.8781828703703705,0.9831597222222223,2,200,0.4
116,16,100,5,3.357817418677859,0.5,0.8869419642857143,0.15758928571428577,0.7869419642857142,0.9445312499999999,2,200,0.46
117,17,100,5,3.357817418677859,0.5,0.9035879629629632,0.09866898148148162,0.8575810185185184,0.95625,1,500,0.6
118,18,100,5,3.357817418677859,0.5,0.9376116071428573,0.10055803571428579,0.8805245535714286,0.9810825892857143,1,400,0.48
119,19,100,5,3.357817418677859,0.5,0.8667777777777778,0.11905555555555558,0.7998888888888889,0.9189444444444445,5,200,0.49
120,20,100,5,3.357817418677859,0.5,0.8921875000000001,0.12868303571428563,0.8364955357142857,0.9651785714285713,1,600,0.52
121,1,100,5,2.816007799539605,0.6,0.9032805429864255,0.13569004524886874,0.8273755656108597,0.9630656108597284,1,300,0.44
122,2,100,5,2.816007799539605,0.6,0.9113839285714285,0.10842633928571432,0.858203125,0.9666294642857143,2,300,0.53
123,3,100,5,2.816007799539605,0.6,0.9065555555555557,0.12116666666666676,0.8521666666666666,0.9733333333333334,1,400,0.5
124,4,100,5,2.816007799539605,0.6,0.9348214285714285,0.1188616071428572,0.8724330357142857,0.9912946428571429,1,300,0.47
125,5,100,5,2.816007799539605,0.6,0.8982222222222223,0.1433333333333332,0.825388888888889,0.9687222222222222,1,200,0.49
126,6,100,5,2.816007799539605,0.6,0.9237389907886231,0.10789380656108594,0.8811651583710408,0.9890589649321267,1,300,0.55
128,8,100,5,2.816007799539605,0.6,0.9531111111111115,0.055888888888888766,0.9255000000000001,0.9813888888888889,1,100,0.5
127,7,100,5,2.816007799539605,0.6,0.9251116071428571,0.08962053571428574,0.887220982142857,0.9768415178571428,3,100,0.52
129,9,100,5,2.816007799539605,0.6,0.88984375,0.1118861607142857,0.8377790178571428,0.9496651785714285,1,200,0.48
130,10,100,5,2.816007799539605,0.6,0.9368303571428571,0.09804687499999998,0.8866629464285715,0.9847098214285714,1,300,0.54
131,11,100,5,2.816007799539605,0.6,0.9541855203619909,0.08501131221719449,0.9059389140271494,0.9909502262443439,2,300,0.44
132,12,100,5,2.816007799539605,0.6,0.9227777777777778,0.12416666666666676,0.8538333333333333,0.9780000000000001,1,300,0.49
133,13,100,5,2.816007799539605,0.6,0.9546875000000001,0.08208705357142854,0.9147321428571429,0.9968191964285714,1,500,0.46
134,14,100,5,2.816007799539605,0.6,0.9318080357142857,0.13359374999999996,0.8515625,0.98515625,1,300,0.53
135,15,100,5,2.816007799539605,0.6,0.9127828054298643,0.12070135746606325,0.8549773755656108,0.9756787330316741,1,400,0.56
136,16,100,5,2.816007799539605,0.6,0.8947191136069813,0.09220517533936656,0.8415706306561086,0.9337758059954752,2,300,0.45
137,17,100,5,2.816007799539605,0.6,0.8883928571428571,0.09782366071428572,0.84140625,0.9392299107142857,3,400,0.52
138,18,100,5,2.816007799539605,0.6,0.95,0.08197544642857135,0.9058035714285715,0.9877790178571428,1,600,0.48
139,19,100,5,2.816007799539605,0.6,0.8947544642857143,0.1944754464285715,0.7728236607142857,0.9672991071428572,1,400,0.54
140,20,100,5,2.816007799539605,0.6,0.9400000000000001,0.09166666666666667,0.8952222222222223,0.9868888888888889,2,500,0.51
141,1,100,5,2.2838366806757158,0.7,0.9561383928571431,0.08973214285714282,0.9081473214285715,0.9978794642857143,2,600,0.53
142,2,100,5,2.2838366806757158,0.7,0.9263392857142858,0.10301339285714284,0.8725446428571428,0.9755580357142857,1,400,0.48
143,3,100,5,2.2838366806757158,0.7,0.9220982142857143,0.12957589285714288,0.8391741071428571,0.96875,3,400,0.46
144,4,100,5,2.2838366806757158,0.7,0.9364955357142858,0.08270089285714288,0.8973214285714285,0.9800223214285714,2,300,0.54
145,5,100,5,2.2838366806757158,0.7,0.9153846153846154,0.10712669683257914,0.8523755656108597,0.9595022624434388,3,300,0.43
146,6,100,5,2.2838366806757158,0.7,0.9412895927601808,0.09072398190045239,0.8914027149321267,0.9821266968325791,2,100,0.44
147,7,100,5,2.2838366806757158,0.7,0.9066964285714286,0.1342075892857142,0.8349888392857143,0.9691964285714285,2,500,0.52
148,8,100,5,2.2838366806757158,0.7,0.9379464285714286,0.10876116071428577,0.8780691964285714,0.9868303571428572,1,300,0.48
149,9,100,5,2.2838366806757158,0.7,0.9544642857142858,0.07706473214285703,0.9095424107142858,0.9866071428571428,1,400,0.52
151,11,100,5,2.2838366806757158,0.7,0.9654017857142856,0.04720982142857144,0.9485491071428571,0.9957589285714286,5,300,0.47
150,10,100,5,2.2838366806757158,0.7,0.96953125,0.05027901785714284,0.9452566964285715,0.9955357142857143,2,100,0.47
152,12,100,5,2.2838366806757158,0.7,0.9401785714285715,0.08973214285714282,0.8926339285714285,0.9823660714285714,4,200,0.48
153,13,100,5,2.2838366806757158,0.7,0.847433035714286,0.14185267857142847,0.7805803571428572,0.9224330357142857,1,400,0.48
154,14,100,5,2.2838366806757158,0.7,0.9801111111111112,0.04561111111111105,0.954388888888889,1.0,1,200,0.5
155,15,100,5,2.2838366806757158,0.7,0.957777777777778,0.0678333333333333,0.9244444444444445,0.9922777777777778,2,300,0.5
156,16,100,5,2.2838366806757158,0.7,0.9723333333333333,0.05355555555555547,0.9443333333333334,0.9978888888888888,3,300,0.5
158,18,100,5,2.2838366806757158,0.7,0.9425223214285714,0.09888392857142858,0.8902901785714286,0.9891741071428571,2,600,0.47
157,17,100,5,2.2838366806757158,0.7,0.944212962962963,0.0859953703703703,0.9027777777777778,0.9887731481481481,1,400,0.59
159,19,100,5,2.2838366806757158,0.7,0.9054298642533937,0.10961538461538456,0.8557126696832579,0.9653280542986424,1,500,0.56
160,20,100,5,2.2838366806757158,0.7,0.8831447963800905,0.14423076923076916,0.8180995475113122,0.9623303167420814,3,100,0.56
161,1,100,5,1.7906102849079264,0.8,0.9611607142857144,0.07142857142857151,0.9241071428571428,0.9955357142857143,1,300,0.48
163,3,100,5,1.7906102849079264,0.8,0.9597098214285713,0.0705915178571429,0.916015625,0.9866071428571429,1,100,0.52
162,2,100,5,1.7906102849079264,0.8,0.9666294642857143,0.041462053571428514,0.9485491071428571,0.9900111607142856,3,400,0.53
164,4,100,5,1.7906102849079264,0.8,0.9324444444444444,0.0872222222222222,0.8884444444444445,0.9756666666666667,1,200,0.51
165,5,100,5,1.7906102849079264,0.8,0.9286830357142858,0.1010044642857143,0.865625,0.9666294642857143,2,300,0.47
167,7,100,5,1.7906102849079264,0.8,0.9696524523270847,0.05353961296056886,0.9398755656108597,0.9934151785714286,4,200,0.45
166,6,100,5,1.7906102849079264,0.8,0.9663333333333333,0.05800000000000005,0.9342777777777778,0.9922777777777778,1,300,0.5
168,8,100,5,1.7906102849079264,0.8,0.9621651785714285,0.06037946428571428,0.93515625,0.9955357142857143,3,500,0.46
169,9,100,5,1.7906102849079264,0.8,0.9332222222222224,0.10572222222222227,0.8809444444444444,0.9866666666666667,3,500,0.49
170,10,100,5,1.7906102849079264,0.8,0.9377949256625726,0.08887867647058834,0.8820135746606335,0.9708922511312218,1,600,0.55
171,11,100,5,1.7906102849079264,0.8,0.959375,0.07165178571428577,0.9241071428571428,0.9957589285714286,1,300,0.47
172,12,100,5,1.7906102849079264,0.8,0.8943080357142857,0.12120535714285718,0.834375,0.9555803571428572,1,600,0.53
174,14,100,5,1.7906102849079264,0.8,0.9754524886877828,0.05322398190045252,0.9457013574660633,0.9989253393665158,3,200,0.57
173,13,100,5,1.7906102849079264,0.8,0.9066666666666666,0.13144444444444447,0.8430555555555556,0.9745,1,300,0.49
175,15,100,5,1.7906102849079264,0.8,0.9803571428571429,0.0401785714285714,0.9598214285714286,1.0,3,400,0.47
176,16,100,5,1.7906102849079264,0.8,0.9636160714285715,0.06718750000000007,0.9262276785714285,0.9934151785714286,4,600,0.48
177,17,100,5,1.7906102849079264,0.8,0.9356334841628957,0.11487556561085976,0.8765271493212669,0.9914027149321266,2,100,0.43
178,18,100,5,1.7906102849079264,0.8,0.9456473214285716,0.09123883928571441,0.8998325892857142,0.9910714285714286,1,500,0.46
179,19,100,5,1.7906102849079264,0.8,0.9197916666666668,0.13697916666666665,0.8447337962962963,0.981712962962963,1,200,0.4
181,1,100,5,1.3584521333866408,0.9,0.9344866071428571,0.0965401785714286,0.8834821428571429,0.9800223214285715,2,300,0.46
183,3,100,5,1.3584521333866408,0.9,0.9559954751131221,0.08127828054298647,0.9075226244343891,0.9888009049773756,1,100,0.58
182,2,100,5,1.3584521333866408,0.9,0.9354910714285714,0.10664062499999993,0.8827566964285715,0.9893973214285714,1,200,0.48
184,4,100,5,1.3584521333866408,0.9,0.9035714285714285,0.11417410714285725,0.8369419642857142,0.9511160714285715,1,200,0.46
180,20,100,5,1.7906102849079264,0.8,0.9012276785714286,0.09536830357142845,0.8468191964285715,0.9421875,1,100,0.54
185,5,100,5,1.3584521333866408,0.9,0.9897777777777776,0.029000000000000026,0.971,1.0,2,500,0.5
186,6,100,5,1.3584521333866408,0.9,0.9440045248868779,0.10520361990950233,0.8838235294117647,0.989027149321267,1,400,0.43
187,7,100,5,1.3584521333866408,0.9,0.9142857142857143,0.08805803571428561,0.8677455357142857,0.9558035714285713,3,500,0.47
188,8,100,5,1.3584521333866408,0.9,0.9743303571428571,0.060825892857142905,0.9391741071428571,1.0,1,600,0.53
189,9,100,5,1.3584521333866408,0.9,0.9384615384615385,0.0680995475113122,0.9071266968325792,0.9752262443438914,3,400,0.57
190,10,100,5,1.3584521333866408,0.9,0.9518888888888888,0.06922222222222219,0.9176666666666667,0.9868888888888889,2,400,0.51
192,12,100,5,1.3584521333866408,0.9,0.9658749999999999,0.04143750000000013,0.947375,0.9888125000000001,5,100,0.66
191,11,100,5,1.3584521333866408,0.9,0.9436383928571429,0.07209821428571417,0.9058035714285715,0.9779017857142857,2,400,0.53
193,13,100,5,1.3584521333866408,0.9,0.9624434389140271,0.06572398190045248,0.9297511312217195,0.995475113122172,3,600,0.44
194,14,100,5,1.3584521333866408,0.9,0.9663194444444445,0.06990740740740731,0.9256944444444445,0.9956018518518518,2,600,0.41
195,15,100,5,1.3584521333866408,0.9,0.9660714285714288,0.07036830357142865,0.9296316964285714,1.0,5,300,0.47
196,16,100,5,1.3584521333866408,0.9,0.9607142857142857,0.05719866071428559,0.9283482142857143,0.9855468749999999,4,300,0.48
198,18,100,5,1.3584521333866408,0.9,0.9723214285714287,0.05591517857142858,0.9440848214285714,1.0,4,500,0.46
197,17,100,5,1.3584521333866408,0.9,0.9787777777777779,0.04561111111111105,0.954388888888889,1.0,1,600,0.5
199,19,100,5,1.3584521333866408,0.9,0.9640000000000002,0.051444444444444404,0.9398888888888889,0.9913333333333333,5,400,0.5
200,20,100,5,1.3584521333866408,0.9,0.9424107142857141,0.09464285714285714,0.8924107142857143,0.9870535714285714,2,200,0.46
201,1,100,10,10.0,0.0,0.8357466063348417,0.19977375565610855,0.721606334841629,0.9213800904977375,3,600,0.56
202,2,100,10,10.0,0.0,0.8037777777777778,0.23172222222222216,0.7270555555555556,0.9587777777777777,2,400,0.51
203,3,100,10,10.0,0.0,0.9035067873303166,0.1514140271493214,0.8264140271493212,0.9778280542986426,1,500,0.56
204,4,100,10,10.0,0.0,0.8713800904977376,0.15820135746606323,0.7834276018099547,0.941628959276018,2,400,0.44
205,5,100,10,10.0,0.0,0.8011111111111111,0.16372222222222232,0.7008333333333333,0.8645555555555556,2,200,0.49
208,8,100,10,10.0,0.0,0.8442307692307693,0.20871040723981904,0.7318438914027149,0.9405542986425339,4,200,0.44
206,6,100,10,10.0,0.0,0.7684151785714286,0.24536830357142847,0.6276785714285714,0.8730468749999999,3,400,0.47
207,7,100,10,10.0,0.0,0.8692222222222223,0.2092222222222222,0.7432777777777778,0.9525,3,200,0.5
209,9,100,10,10.0,0.0,0.845424107142857,0.14654017857142854,0.7798549107142857,0.9263950892857142,3,500,0.46
210,10,100,10,10.0,0.0,0.7563348416289594,0.19802036199095008,0.6832579185520362,0.8812782805429863,4,600,0.57
211,11,100,10,10.0,0.0,0.8295592275371687,0.1737405058177116,0.7286605627828054,0.902401068600517,2,500,0.45
212,12,100,10,10.0,0.0,0.7763392857142858,0.25468749999999996,0.6203683035714286,0.8750558035714285,4,200,0.53
213,13,100,10,10.0,0.0,0.8638392857142858,0.15993303571428574,0.7901785714285714,0.9501116071428571,3,400,0.46
216,16,100,10,10.0,0.0,0.8014508928571429,0.2803013392857141,0.6528459821428572,0.9331473214285713,5,300,0.48
214,14,100,10,10.0,0.0,0.7405555555555556,0.1674444444444444,0.645888888888889,0.8133333333333334,5,600,0.49
215,15,100,10,10.0,0.0,0.7927777777777777,0.15083333333333337,0.713,0.8638333333333333,4,500,0.51
217,17,100,10,10.0,0.0,0.7967194570135747,0.1999434389140271,0.6820135746606335,0.8819570135746606,2,100,0.43
218,18,100,10,10.0,0.0,0.7219907407407409,0.22494212962962956,0.6000578703703704,0.825,4,600,0.41
219,19,100,10,10.0,0.0,0.7511160714285715,0.16774553571428574,0.6628348214285714,0.8305803571428572,5,600,0.48
220,20,100,10,10.0,0.0,0.8422991071428573,0.18956473214285707,0.7349888392857143,0.9245535714285714,2,600,0.52
221,1,100,10,9.821625413368075,0.1,0.8054444444444444,0.16300000000000003,0.702,0.865,2,400,0.5
222,2,100,10,9.821625413368075,0.1,0.8796874999999998,0.18627232142857153,0.7916294642857142,0.9779017857142858,5,600,0.54
223,3,100,10,9.821625413368075,0.1,0.8458705357142856,0.15212053571428574,0.7745535714285714,0.9266741071428571,3,100,0.47
224,4,100,10,9.821625413368075,0.1,0.8771311409179056,0.16041355244020683,0.7849547511312217,0.9453683035714285,1,500,0.55
225,5,100,10,9.821625413368075,0.1,0.8660714285714286,0.14988839285714284,0.7833705357142857,0.9332589285714286,3,600,0.52
226,6,100,10,9.821625413368075,0.1,0.8158482142857142,0.1911272321428571,0.71484375,0.9059709821428571,5,500,0.54
227,7,100,10,9.821625413368075,0.1,0.856787330316742,0.1557126696832577,0.7721719457013575,0.9278846153846152,1,400,0.42
228,8,100,10,9.821625413368075,0.1,0.8755555555555556,0.17316666666666658,0.7932222222222223,0.9663888888888889,5,200,0.51
229,9,100,10,9.821625413368075,0.1,0.923130454104719,0.10382671097285068,0.8775152007918552,0.9813419117647059,3,300,0.45
230,10,100,10,9.821625413368075,0.1,0.8510044642857142,0.15200892857142856,0.7799665178571429,0.9319754464285714,3,100,0.52
231,11,100,10,9.821625413368075,0.1,0.8056561085972852,0.15690045248868767,0.736368778280543,0.8932692307692307,3,600,0.44
232,12,100,10,9.821625413368075,0.1,0.8080357142857142,0.20039062499999993,0.6858816964285714,0.8862723214285714,5,600,0.52
233,13,100,10,9.821625413368075,0.1,0.8458705357142857,0.14414062500000002,0.7699776785714285,0.9141183035714285,2,500,0.52
234,14,100,10,9.821625413368075,0.1,0.8029017857142857,0.21590401785714275,0.6982700892857143,0.9141741071428571,5,300,0.52
235,15,100,10,9.821625413368075,0.1,0.8681111111111113,0.14694444444444443,0.7877777777777778,0.9347222222222222,4,100,0.49
236,16,100,10,9.821625413368075,0.1,0.7669642857142857,0.2036830357142857,0.6725446428571428,0.8762276785714285,3,200,0.47
238,18,100,10,9.821625413368075,0.1,0.8042410714285715,0.1662946428571428,0.7229910714285714,0.8892857142857142,5,500,0.48
237,17,100,10,9.821625413368075,0.1,0.8228888888888889,0.2172777777777778,0.713,0.9302777777777778,1,600,0.51
239,19,100,10,9.821625413368075,0.1,0.7788888888888889,0.1531111111111111,0.7140555555555556,0.8671666666666666,1,400,0.5
240,20,100,10,9.821625413368075,0.1,0.8647321428571428,0.15329241071428568,0.7978236607142857,0.9511160714285714,2,600,0.48
241,1,100,10,9.305331179321486,0.2,0.9099330357142857,0.15184151785714295,0.8303013392857143,0.9821428571428572,4,500,0.46
242,2,100,10,9.305331179321486,0.2,0.7513574660633484,0.26391402714932133,0.6169683257918551,0.8808823529411764,1,100,0.57
243,3,100,10,9.305331179321486,0.2,0.8800223214285715,0.1564174107142856,0.8040736607142858,0.9604910714285714,4,400,0.46
244,4,100,10,9.305331179321486,0.2,0.8465401785714286,0.11908482142857135,0.7752790178571428,0.8943638392857142,3,600,0.52
245,5,100,10,9.305331179321486,0.2,0.9341111111111111,0.10033333333333339,0.8818888888888889,0.9822222222222223,4,400,0.5
246,6,100,10,9.305331179321486,0.2,0.7513392857142857,0.1986607142857143,0.658984375,0.8576450892857143,2,300,0.46
247,7,100,10,9.305331179321486,0.2,0.9016666666666666,0.17866666666666664,0.7925555555555556,0.9712222222222222,2,500,0.5
248,8,100,10,9.305331179321486,0.2,0.8581447963800904,0.13959276018099542,0.7746606334841629,0.9142533936651583,3,500,0.56
249,9,100,10,9.305331179321486,0.2,0.7416294642857144,0.16244419642857144,0.6646205357142857,0.8270647321428571,4,300,0.52
250,10,100,10,9.305331179321486,0.2,0.8804298642533936,0.2127262443438913,0.7599547511312217,0.972680995475113,3,600,0.44
251,11,100,10,9.305331179321486,0.2,0.779185520361991,0.1872737556561086,0.6839932126696833,0.8712669683257919,3,100,0.57
253,13,100,10,9.305331179321486,0.2,0.9299107142857144,0.14045758928571417,0.8517857142857144,0.9922433035714285,2,600,0.47
252,12,100,10,9.305331179321486,0.2,0.8911764705882353,0.1481900452488687,0.7989253393665159,0.9471153846153846,1,500,0.56
254,14,100,10,9.305331179321486,0.2,0.9075555555555554,0.11199999999999999,0.8414444444444444,0.9534444444444444,1,600,0.51
255,15,100,10,9.305331179321486,0.2,0.8675223214285716,0.17366071428571428,0.7762834821428571,0.9499441964285714,2,600,0.47
